"wonderflonium";"fallian marsh gas";"quality"
4.3741427147484355;4.513083726655996;9
4.630637839604643;4.461876421597466;8
4.1042338801394145;3.9566890493119855;6
4.363811936097288;5.08499231766344;2
3.9168690746443753;3.431278284362051;2
4.373208751475612;4.560007513242923;6
3.66600295677295;3.8582579955798195;4
4.8870835111101165;3.465440103663497;3
4.46292111677796;4.341017952607881;9
3.8504083000955074;3.2987118633206944;3
3.968885698521655;4.223905290301168;7
4.311112939639305;4.314477328088154;8
4.043228225740519;4.058736898504027;9
4.586979703957428;4.3427208505636985;8
4.247726298885437;4.49265736600059;7
4.77404789691223;3.480886413745995;3
3.527105624251219;4.010659990351893;2
4.544851325381851;3.5414814273601096;3
3.450037911148655;4.851060914824538;3
5.180355083869304;3.7398798816624175;2
4.146283027624109;4.435010401455203;6
4.023253499450743;4.211300775379192;7
5.308531986902128;3.816216218671277;3
4.631092626689241;4.9893779138896495;1
4.765448925479067;3.1847287963395416;3
4.154843886900804;4.551623358902181;7
4.172322093704009;4.450151308596097;6
4.449370393433503;4.420970072071343;7
4.4745199170598555;4.206633226109509;7
4.502604315980128;4.3168668340838;7
4.120359642786051;4.450712812709789;8
5.107878130174414;3.8950376633306414;4
4.342518938294809;4.29599757675382;6
4.459398374087624;4.35689940023352;6
4.134314972556309;4.51849316554175;6
4.167476057977068;5.320123594045671;1
4.393797902766037;3.9067834462109197;8
4.443829505706266;4.441157213135315;8
4.381949722040265;4.333759829422054;8
3.592899572804083;4.839434169103254;4
3.586131481629191;4.887257653309032;4
3.966416718460218;4.071271918062074;9
4.2467044317975216;3.9579069190862075;9
4.584852886205193;4.2885846341548435;9
4.110461095963724;4.146465640722661;7
5.23121234015897;4.057439198391409;2
4.5504871178575454;4.387987371041424;7
5.271505901303703;3.8112137799181807;1
4.899667253810597;3.5306086972863673;1
4.243151300489756;4.12936056024334;8
3.9475835168851527;4.498606137666353;8
3.9485109069087394;4.267066035926534;9
3.097861475597009;4.214289592593258;1
4.180587990575578;4.211118206002967;9
5.053869135361781;3.438647391294867;4
4.108829770042293;4.050785051682639;8
4.467427001636195;4.066371904842972;9
5.1516648008660795;4.40224701074438;1
4.058579988814609;4.42650112553978;9
5.3236377267485135;4.146349872136924;4
3.9151576334904683;4.49317423714207;7
4.946356052667152;3.7052640747417827;2
4.789466614279677;4.693759828102063;3
4.387984751549234;4.447244976608277;9
4.228701725703965;4.065682574571159;6
4.547718876122124;4.184382009447494;7
4.934394575566871;5.294768973415987;1
4.267912790366568;4.137184984572858;8
3.1943517727661446;4.817389873013521;1
5.22344897072896;4.350385115627757;2
4.856003365923287;5.100957329426665;3
4.085774560180795;3.995783838245948;8
4.989122977096089;4.729789158479067;3
4.145015074789528;4.447739413318809;7
5.219101041900255;3.831817173609668;4
4.532256388206673;3.2359714596680256;1
4.3099579458694635;3.400544620240588;3
5.1834968574244265;3.8078291967919013;4
5.132283043514827;4.120651330797304;4
3.9857904608624546;4.4030352430413195;6
4.53385363753174;3.9447783496293933;9
3.5254132742546718;3.226943696979716;2
4.002240283828771;3.2334573130986417;4
4.818458235077918;3.405546397470678;3
3.894783299233286;5.2340269584984656;3
4.649065782097207;5.134656900569478;2
4.162897001864527;4.474001285210055;6
4.135652129687907;4.198239925445733;9
4.114691092816071;4.313135587289504;9
3.6993972177150165;3.63322263560228;3
4.136484484834443;4.11838402930108;9
3.7700976182688053;3.611984081900656;2
4.6123855436874095;4.858415680206443;4
5.407333465327255;4.1991996883458516;2
3.9657312673512735;4.173311224042029;8
4.5836618386447;3.3261468439895676;2
4.583116850433675;3.2934528438614805;2
4.097581914738726;4.17062821983493;8
5.068143944384215;3.5878891889562303;4
3.6862544671208948;3.772096373374759;1
4.5024643197860685;4.143724136254675;6
3.5804539227518024;3.6967171886447994;1
3.4296396279572385;3.5194769679399904;4
4.356480567390987;3.962539258397284;9
5.183432092401175;4.77126506031425;4
4.762576752440624;5.027101893080012;4
4.421550323539782;5.319070065106904;4
4.024189390091044;3.214469295457677;4
4.465725477796545;4.47566524034595;8
5.313942610794136;4.5354139644453495;1
5.250678306150609;4.220526124292281;3
3.9838883460490577;4.277656585926775;9
3.644041581835293;4.922786819286116;2
4.410724334893093;3.978192489271525;6
4.363550077351414;4.410402536635271;9
4.29857276299055;3.8633497897738827;6
4.240774782326772;4.0374696260706235;7
4.564856336216995;3.1180994666770463;1
4.174818777328573;4.0364473810956625;7
4.413006080900352;4.437087654033611;6
4.943251312889455;3.7880546429044926;3
3.9426925446846255;5.254772211672092;4
3.500099239211282;4.722982942579197;3
5.168591540997266;3.8151575870745815;2
5.255215380196668;4.474153298827051;2
4.876785457040754;5.166582419891668;3
3.328520633123403;4.242457423701286;2
3.05573953057907;4.059549050694847;1
3.3084618677130093;4.392622123021491;3
4.052403955548784;3.935390399426577;8
3.337005147485538;3.9447821780808225;4
5.085315597542682;4.345657469247391;1
3.7731360676867145;3.533765137911403;1
5.247461013834924;4.092497316584703;3
4.417889995644975;4.430883577801064;9
5.2154936771708975;3.890117175310731;3
4.0922739512245565;4.468703730873664;6
4.133029690214808;5.06784629629394;3
4.798289488005171;4.905938506286379;4
4.43518316568305;4.323108082526625;9
4.109028512316204;3.361563088707291;3
4.983073793260618;4.800120107167292;1
3.5871222615708214;3.6132450722305407;2
4.085538217757547;4.254897450754127;8
4.33631305695562;4.103838802872804;9
5.090721565429199;4.840808361268282;1
4.45144003028415;4.322741620337266;8
4.906726771774939;3.812385872256781;3
4.550978223734845;4.256009839043505;6
3.7952040704024252;3.99566994983843;7
3.4813106917723413;3.514905306647982;4
4.13958386386095;4.079803074518493;8
4.859112787932902;3.390536397279758;4
4.445628396602152;4.340717347571549;6
4.072835406748714;4.478960845006063;6
4.043320286252921;3.1933934276410283;3
3.5039466928521947;4.9549918987397055;4
4.411925737626025;4.536960936718431;6
4.4031895793558835;5.182543035022862;4
3.915288370425718;3.1947090008948464;1
3.2977811250033153;4.4218493414757845;3
3.1933831568842916;4.065361650221767;3
4.106173019180054;4.242098624340334;6
4.559136020153251;3.1804223404313268;3
4.0975767546486495;4.112086706654064;6
3.872800231441853;5.266567498180427;4
4.377645010702633;3.281457655052182;4
4.412142312448616;4.061653106580594;8
4.373858536713571;4.492899438546013;7
4.532400312568516;4.157311165571602;7
3.720083885855391;5.226853395194045;2
4.257201733448035;4.172148157754473;7
4.296221132529865;4.073729843163517;8
3.2753952730756373;3.916147545117827;1
5.310570899869022;4.096555534647472;4
3.939792072188881;5.205327725901085;2
3.866992776665241;4.3631623140056055;8
3.8929370759935447;4.111407063092609;8
4.421255181481629;3.329114884590694;3
4.071391944254374;4.07328664883702;7
4.943762780430698;3.1887185812589;2
4.17828721239601;4.166404031812408;8
4.2794700085960535;4.408307400600539;7
3.980342162949785;3.863699560615257;7
4.531110810462646;4.1764646456920484;8
4.137746952901736;3.9922789647832397;9
4.190493744418853;4.465430855631053;6
4.463067657162154;4.358192920788735;9
3.287687990495191;3.802030742850185;4
4.804551954283603;3.2961991706470615;4
4.329670701922499;4.003403326052329;7
4.48454763131526;4.227070350132093;7
3.5404371778828465;4.50362243330271;3
4.370254265752441;4.054726382510007;8
3.973749269352355;3.151559838990371;4
3.488984984705443;5.098156979777645;1
4.26248663125476;4.022411225731188;7
4.301891731651838;3.1354873643172976;4
4.546796921357751;5.300252686383667;1
4.123949223901367;4.1076295938724625;9
4.059410150965571;5.043592785456974;1
3.777229113351802;4.872247832563649;1
4.355826106998754;4.2731930151021915;7
4.343770284523388;4.3702922840377045;7
4.333864169438789;4.365792156764795;7
4.549275052767506;4.571263863561375;6
4.452944812862244;4.15062656034202;9
5.12807625254131;4.9193293908388345;3
4.088151315056978;3.2601181857036066;3
5.422639064518923;4.070325864394707;2
5.132289294145097;3.711647341594883;2
4.250975298124755;3.979575059483726;9
4.127474013152959;3.8605160441222948;7
4.82025184588875;4.994550175326055;4
3.402814960555018;5.095043839855466;1
4.221151290202369;4.440484244194965;9
4.634250729717664;3.162296742172632;4
3.355429133147119;4.317915664250319;3
3.999211799204795;3.844334592096799;6
3.72582327455755;3.55139721421332;1
4.470782154765533;3.4175428789511204;4
4.433875630226831;5.189261395184128;4
3.2197507371850564;4.593990607998933;4
4.352763088177241;4.059306819099981;8
4.386680669930362;4.486411979318451;6
4.8769597195292915;5.045033631636815;3
5.245842490591813;4.765781302300222;1
4.389001505219303;4.355284894277364;7
4.459043445714888;5.190688075983888;1
4.590274086581216;5.096348280410985;3
4.008163714670968;4.1873778159627;9
3.39337546580359;4.576443990548654;4
4.43890514913267;4.688295977815183;7
4.073174176215519;4.945593259502669;2
4.355398798243925;5.306968075236718;3
4.227154152747588;4.500564675562333;6
5.338345022219526;4.423046587671704;2
4.154030070402728;3.978808863727425;6
4.679560378319087;5.285327699974452;2
4.427725483648015;4.337821194930917;6
3.804684989906325;3.6977383830215174;3
4.5729316009204535;3.25323132444548;2
4.0994388589006325;3.2405468803592763;1
4.106535896399206;4.35476048675839;6
